year,source_file,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,Quarter,occupied_units
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041400,7,Public Housing,2,NA,DE Delaware Kent County 041400,10001041400,110,97,107,100,8,10,2.4,257,293,492,12687,5282,15,30,21,16,18,25,9,59,22,93,76,2,44,79,45,34,93,21,3,50,21,25,,89,83,,,11,2,4,,6,1,22,108,54,67,44,12,44,9,22,64,40,NA,20100,21200,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,107
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041500,7,Public Housing,2,NA,DE Delaware Kent County 041500,10001041500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,21200,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041600,7,Public Housing,2,NA,DE Delaware Kent County 041600,10001041600,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,38710,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041701,7,Public Housing,2,NA,DE Delaware Kent County 041701,10001041701,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,81350,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001042201,7,Public Housing,2,NA,DE Delaware Kent County 042201,10001042201,54,94,51,100,7,18,3.6,184,407,837,21525,5966,2,23,19,21,35,49,2,43,33,84,63,14,57,86,67,34,71,13,8,55,24,14,,86,76,,,14,4,4,2,10,0,,64,100,173,12,12,76,22,11,37,68,NA,20100,61265,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,51
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001042202,7,Public Housing,2,NA,DE Delaware Kent County 042202,10001042202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,44430,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001042500,7,Public Housing,2,NA,DE Delaware Kent County 042500,10001042500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,47420,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001043000,7,Public Housing,2,NA,DE Delaware Kent County 043000,10001043000,73,95,69,100,4,17,3.1,217,390,837,20014,6364,6,21,19,16,37,59,7,30,31,84,61,9,65,86,65,43,100,16,6,68,20,6,,90,88,,,10,,1,,1,0,,58,100,189,6,36,58,13,18,27,67,NA,20100,33120,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,69
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001043300,7,Public Housing,2,NA,DE Delaware Kent County 043300,10001043300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,21200,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000200,7,Public Housing,2,NA,DE Delaware New Castle County 000200,10003000200,31,92,28,100,5,4,3.5,98,408,736,19187,5482,12,8,24,16,40,57,4,29,24,86,71,11,71,93,75,9,80,11,4,68,11,18,4,93,75,,,7,,18,,18,0,8,122,36,197,,7,93,14,18,84,24,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,29
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000300,7,Public Housing,2,NA,DE Delaware New Castle County 000300,10003000300,37,86,32,100,5,9,3.5,111,515,736,26037,7506,3,17,17,3,59,53,,38,32,78,56,13,53,91,59,22,20,9,3,59,22,16,3,97,78,,,3,,16,3,19,0,10,185,84,200,,6,94,31,16,85,14,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,32
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000400,7,Public Housing,2,NA,DE Delaware New Castle County 000400,10003000400,116,98,111,98,6,5,1.3,144,319,736,13461,10376,1,40,30,16,13,11,,88,21,97,87,,5,65,5,68,62,52,,3,20,77,5,95,89,,1,5,,5,,5,0,14,199,11,220,86,4,11,8,22,58,11,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,114
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000500,7,Public Housing,2,NA,DE Delaware New Castle County 000500,10003000500,60,93,56,100,4,13,2.7,152,417,736,20052,7387,10,25,15,10,40,54,4,36,26,88,64,11,52,84,55,28,83,18,4,63,23,11,2,95,88,,2,5,,5,,5,0,12,95,32,220,20,2,79,25,29,94,11,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,56
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000601,7,Public Housing,2,NA,DE Delaware New Castle County 000601,10003000601,85,94,80,100,3,6,3,239,573,736,29214,9779,8,5,9,5,73,75,1,23,37,79,40,15,56,96,69,8,22,5,,73,16,11,,100,100,,,,,,,0,1,58,117,94,157,,20,80,25,32,95,8,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,80
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000602,7,Public Housing,2,NA,DE Delaware New Castle County 000602,10003000602,161,96,155,100,5,8,1.3,207,293,736,12456,9327,8,39,24,10,19,22,5,63,19,96,84,1,12,66,11,54,74,47,6,33,34,27,1,92,88,,,8,1,3,,4,0,25,100,6,208,84,10,6,3,37,94,13,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,155
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000900,7,Public Housing,2,NA,DE Delaware New Castle County 000900,10003000900,29,69,20,100,4,10,3.1,61,364,736,16826,5517,11,6,28,17,39,50,,40,22,95,75,5,65,90,65,14,67,15,5,60,5,30,,95,80,5,,5,,10,,10,0,43,187,95,195,,35,65,20,28,97,3,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,20
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001100,7,Public Housing,2,NA,DE Delaware New Castle County 001100,10003001100,65,100,65,100,6,5,1,67,410,736,17884,17350,,15,28,22,35,,,100,29,95,60,,,82,,,6,6,,,,100,9,83,66,2,,17,3,12,,15,0,44,52,100,63,97,3,,,12,22,4,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,65
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001200,7,Public Housing,2,NA,DE Delaware New Castle County 001200,10003001200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001400,7,Public Housing,2,NA,DE Delaware New Castle County 001400,10003001400,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001500,7,Public Housing,2,NA,DE Delaware New Castle County 001500,10003001500,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001600,7,Public Housing,2,NA,DE Delaware New Castle County 001600,10003001600,17,69,12,100,7,8,2.9,35,304,736,17894,6135,20,30,10,10,30,50,,33,22,83,75,,75,83,67,18,100,14,,75,17,8,,100,92,,,,,8,,8,0,4,128,83,185,8,50,42,17,39,84,4,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,12
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001902,7,Public Housing,2,NA,DE Delaware New Castle County 001902,10003001902,181,100,181,100,5,6,2.6,471,299,736,13069,5022,17,22,19,20,22,51,4,36,18,98,84,1,70,91,67,16,80,11,12,66,15,8,,98,94,,,2,,3,1,4,0,17,97,98,113,19,46,35,7,35,81,6,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,181
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002100,7,Public Housing,2,NA,DE Delaware New Castle County 002100,10003002100,20,71,14,100,4,21,3.5,49,335,736,13602,3886,,11,22,11,56,50,,14,17,100,71,7,86,100,93,14,,4,,93,7,,,100,100,,,,,,,0,0,13,75,100,209,,14,86,14,52,95,8,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,14
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002200,7,Public Housing,2,NA,DE Delaware New Castle County 002200,10003002200,20,69,14,100,3,14,3.1,43,348,736,14522,4728,9,27,9,,55,50,,29,19,100,71,,64,100,64,25,100,19,21,50,14,14,,100,93,,,,,7,,7,0,14,143,100,196,,36,64,21,43,95,13,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,14
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002300,7,Public Housing,2,NA,DE Delaware New Castle County 002300,10003002300,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002400,7,Public Housing,2,NA,DE Delaware New Castle County 002400,10003002400,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002500,7,Public Housing,2,NA,DE Delaware New Castle County 002500,10003002500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002600,7,Public Housing,2,NA,DE Delaware New Castle County 002600,10003002600,17,70,12,100,5,17,3,36,504,736,23270,7757,8,8,,25,58,83,8,8,30,92,58,,67,100,67,,50,11,,67,17,17,,100,92,,,,,8,,8,0,12,141,92,194,8,25,67,17,30,81,13,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,12
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002800,7,Public Housing,2,NA,DE Delaware New Castle County 002800,10003002800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002900,7,Public Housing,2,NA,DE Delaware New Castle County 002900,10003002900,337,99,334,100,5,9,1.2,410,282,736,12427,10123,8,44,27,10,11,21,5,71,20,96,88,,8,57,7,63,81,59,3,23,40,34,1,96,90,1,,4,0,5,0,5,0,12,114,1,212,88,7,4,2,59,96,4,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,334
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003003002,7,Public Housing,2,NA,DE Delaware New Castle County 003002,10003003002,301,91,270,99,5,10,2.9,788,265,736,11204,3839,16,21,20,24,19,44,8,26,15,98,89,5,74,89,73,14,80,10,11,71,12,6,,94,90,,,6,,3,1,4,0,15,108,98,163,10,44,46,10,47,83,3,NA,37980,77580,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,274
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003010502,7,Public Housing,2,NA,DE Delaware New Castle County 010502,10003010502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,99999,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003013610,7,Public Housing,2,NA,DE Delaware New Castle County 013610,10003013610,42,98,41,100,3,2,3.3,137,338,532,15083,4514,18,11,24,13,34,59,2,32,19,100,76,2,80,93,78,10,50,5,10,80,5,5,,95,85,2,,5,2,5,,7,0,49,36,100,104,15,27,59,5,5,16,69,NA,37980,99999,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,41
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014300,7,Public Housing,2,NA,DE Delaware New Castle County 014300,10003014300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,50670,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014403,7,Public Housing,2,NA,DE Delaware New Castle County 014403,10003014403,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,50670,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014502,7,Public Housing,2,NA,DE Delaware New Castle County 014502,10003014502,47,96,45,100,6,16,1.4,61,418,532,17721,13073,2,18,31,24,24,13,,87,27,93,69,2,9,73,11,33,61,41,2,11,7,80,7,56,49,,,44,2,4,,7,0,36,115,100,78,80,16,4,,64,15,30,NA,37980,50670,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,45
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003016601,7,Public Housing,2,NA,DE Delaware New Castle County 016601,10003016601,24,100,24,100,5,,1.1,26,375,837,18148,16752,,21,25,25,29,4,,96,29,83,71,,,71,,11,20,12,79,,,21,,29,29,,,71,,,,0,0,,92,100,128,100,,,,4,27,70,NA,37980,47030,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,24
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003999999,7,Public Housing,2,NA,DE Delaware New Castle County 999999,10003999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,24540,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005050104,7,Public Housing,2,NA,DE Delaware Sussex County 050104,10005050104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,41540,47420,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005050301,7,Public Housing,2,NA,DE Delaware Sussex County 050301,10005050301,50,96,48,100,5,8,2.4,113,336,837,17090,7259,4,26,26,11,34,48,2,48,30,85,65,4,63,85,63,46,86,26,6,60,21,13,,75,73,,2,23,,,,0,0,,68,100,150,,81,19,15,26,29,74,NA,41540,08680,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,48
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005051003,7,Public Housing,2,NA,DE Delaware Sussex County 051003,10005051003,51,98,50,100,7,4,3.4,169,352,837,16653,4927,10,13,29,25,23,50,10,36,26,90,72,6,74,90,74,40,67,15,,78,16,6,,54,54,,,42,,,,0,0,,67,100,240,,28,72,16,5,18,52,NA,41540,99999,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,50
2018,TRACT_AK_MN_2018.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005999999,7,Public Housing,2,NA,DE Delaware Sussex County 999999,10005999999,54,94,51,100,5,20,3.2,161,425,837,20268,6420,,10,24,27,39,65,,31,32,80,53,10,67,86,73,19,67,9,10,71,14,6,,63,61,,,37,,2,,2,0,,57,100,188,,45,55,8,6,8,68,NA,41540,99999,NA,NA,DE,NA,NA,2018-12-31 00:00:00 UTC,51
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001040201,7,Public Housing,2,NA,DE Delaware Kent County 040201,10001040201,33,98,32,100,3,,1.1,34,279,933,12082,11372,13,25,41,13,9,,3,97,25,94,78,,,53,,81,73,74,19,16,31,34,,63,59,,,38,,,3,3,0,,92,100,147,100,,,,14,30,51,NA,20100,15440,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,32
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001040203,7,Public Housing,2,NA,DE Delaware Kent County 040203,10001040203,51,92,47,100,4,6,2.8,132,351,933,18703,6659,9,21,23,15,32,30,4,66,32,79,62,6,51,83,53,50,100,25,9,60,28,4,,79,72,,,21,,4,2,6,2,,66,100,162,26,34,40,4,13,40,51,NA,20100,XXXXX,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,47
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001040501,7,Public Housing,2,NA,DE Delaware Kent County 040501,10001040501,30,97,29,100,5,21,3,86,527,504,25776,8692,4,,19,19,59,66,3,24,42,69,34,,76,90,72,22,50,14,3,76,14,7,,93,79,3,,7,7,3,,10,0,26,80,100,134,,38,62,14,14,56,63,NA,20100,21200,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,29
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041000,7,Public Housing,2,NA,DE Delaware Kent County 041000,10001041000,84,97,82,100,5,12,3.2,263,331,504,14341,4471,18,25,16,10,32,41,10,38,24,89,71,4,72,90,71,18,100,10,2,76,15,7,,89,85,,,11,4,,,4,0,36,72,11,145,10,37,54,13,16,55,45,NA,20100,21200,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,81
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041300,7,Public Housing,2,NA,DE Delaware Kent County 041300,10001041300,56,96,54,100,5,13,2.9,154,317,504,13771,4829,4,26,26,23,21,48,,39,23,91,76,2,70,96,69,26,100,12,6,70,17,7,2,94,87,,,6,7,,,7,0,44,91,,,,39,61,17,28,56,49,NA,20100,21200,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,54
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041400,7,Public Housing,2,NA,DE Delaware Kent County 041400,10001041400,111,95,105,100,5,9,2.5,264,326,504,14214,5653,11,31,24,13,22,31,6,60,25,92,72,2,45,79,45,33,93,20,3,48,24,26,,90,85,,,10,2,4,,6,1,22,116,55,68,43,10,47,10,26,64,42,NA,20100,21200,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,105
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041500,7,Public Housing,2,NA,DE Delaware Kent County 041500,10001041500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,21200,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041600,7,Public Housing,2,NA,DE Delaware Kent County 041600,10001041600,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,38710,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041701,7,Public Housing,2,NA,DE Delaware Kent County 041701,10001041701,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,XXXXX,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001042201,7,Public Housing,2,NA,DE Delaware Kent County 042201,10001042201,54,94,51,100,7,10,3.5,180,430,933,21824,6184,2,22,24,12,41,43,2,53,34,82,61,12,55,86,63,42,75,16,4,57,24,16,,84,73,,,16,6,4,2,12,0,,70,100,172,12,14,75,25,10,37,68,NA,20100,XXXXX,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,51
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001042202,7,Public Housing,2,NA,DE Delaware Kent County 042202,10001042202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,XXXXX,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001042500,7,Public Housing,2,NA,DE Delaware Kent County 042500,10001042500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,47420,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001043000,7,Public Housing,2,NA,DE Delaware Kent County 043000,10001043000,72,94,68,100,4,15,3.1,214,356,933,17899,5688,11,15,18,15,41,40,4,46,30,84,59,7,65,87,63,41,100,15,1,74,18,7,,90,87,,,10,,3,,3,0,,58,100,159,6,34,60,12,19,27,69,NA,20100,XXXXX,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,68
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001043300,7,Public Housing,2,NA,DE Delaware Kent County 043300,10001043300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,21200,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000200,7,Public Housing,2,NA,DE Delaware New Castle County 000200,10003000200,28,93,26,100,6,15,3.7,95,341,720,14505,3970,24,10,19,5,43,35,8,38,17,96,73,12,73,92,77,10,80,12,8,62,12,19,4,92,77,,,8,,15,,15,0,,136,42,198,,8,92,15,19,84,24,NA,37980,77580,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,26
