year,source_file,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,Quarter,occupied_units
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002200,7,Public Housing,2,NA,DE Delaware New Castle County 002200,10003002200,18,68,12,99,6,8,3.2,38,365,890,16397,5178,,20,20,10,50,33,8,42,20,92,75,,58,100,58,30,100,18,8,58,17,17,,100,92,,,,,8,,8,0,,178,92,201,,33,67,25,43,95,8,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,12
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002300,7,Public Housing,2,NA,DE Delaware New Castle County 002300,10003002300,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002400,7,Public Housing,2,NA,DE Delaware New Castle County 002400,10003002400,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002500,7,Public Housing,2,NA,DE Delaware New Castle County 002500,10003002500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002600,7,Public Housing,2,NA,DE Delaware New Castle County 002600,10003002600,18,69,12,99,7,,2.9,35,422,890,18387,6304,,10,30,10,50,42,,42,23,83,83,,67,100,67,11,67,11,,58,17,25,,100,92,,,,,8,,8,0,,159,92,194,8,25,67,17,22,81,9,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,12
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002800,7,Public Housing,2,NA,DE Delaware New Castle County 002800,10003002800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002900,7,Public Housing,2,NA,DE Delaware New Castle County 002900,10003002900,337,96,323,100,5,12,1.2,398,273,890,11729,9518,8,46,23,10,12,14,5,72,17,97,89,0,8,56,7,64,78,60,3,25,37,36,1,97,91,1,,3,1,4,0,5,0,15,112,1,214,89,7,5,2,47,96,3,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,324
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003003002,7,Public Housing,2,NA,DE Delaware New Castle County 003002,10003003002,300,86,257,99,5,9,3.1,791,257,890,10953,3559,25,24,18,10,23,36,6,40,13,98,88,7,71,86,70,11,78,9,9,74,11,7,,95,87,,1,5,1,5,,7,0,20,112,97,165,10,40,50,11,47,83,5,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,258
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003010502,7,Public Housing,2,NA,DE Delaware New Castle County 010502,10003010502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,99999,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014300,7,Public Housing,2,NA,DE Delaware New Castle County 014300,10003014300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,50670,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014403,7,Public Housing,2,NA,DE Delaware New Castle County 014403,10003014403,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,50670,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014501,7,Public Housing,2,NA,DE Delaware New Castle County 014501,10003014501,42,98,41,100,3,7,3.3,137,271,743,10818,3237,18,18,18,14,32,37,2,29,13,100,85,,83,95,80,13,50,7,,88,7,5,,95,90,,,5,2,2,,5,0,72,54,100,104,12,29,59,2,64,15,15,NA,37980,50670,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,41
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014502,7,Public Housing,2,NA,DE Delaware New Castle County 014502,10003014502,45,100,45,100,6,16,1.3,60,421,743,17940,13455,,16,31,22,31,11,,89,25,98,73,2,11,71,13,25,62,42,,13,4,82,4,53,42,2,,47,2,7,,9,0,30,103,100,77,80,16,4,4,65,15,26,NA,37980,50670,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,45
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003999999,7,Public Housing,2,NA,DE Delaware New Castle County 999999,10003999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,24540,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005050104,7,Public Housing,2,NA,DE Delaware Sussex County 050104,10005050104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,41540,47420,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005050301,7,Public Housing,2,NA,DE Delaware Sussex County 050301,10005050301,50,94,48,100,6,4,2.6,123,337,1397,18193,7100,,26,14,16,44,44,,46,28,85,60,2,67,85,67,38,88,22,2,69,15,15,,77,75,,2,21,,,,0,0,,81,100,132,,81,19,8,25,29,76,NA,41540,08680,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,47
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005051003,7,Public Housing,2,NA,DE Delaware Sussex County 051003,10005051003,51,100,51,100,7,4,3.4,173,397,1397,17721,5224,6,13,29,17,35,39,4,51,25,90,69,6,75,92,76,41,86,17,2,73,12,14,,51,51,,,43,,,,0,0,,78,100,234,,27,73,18,3,18,54,NA,41540,99999,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,51
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005999999,7,Public Housing,2,NA,DE Delaware Sussex County 999999,10005999999,54,100,54,100,7,7,3.1,169,447,1397,23192,7410,6,10,21,13,50,63,2,31,34,78,48,7,69,83,70,16,80,9,4,76,11,9,,63,61,,,37,,2,,2,0,,68,98,178,,46,54,7,4,8,70,NA,41540,99999,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,54
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001040501,7,Public Housing,2,NA,DE Delaware Kent County 040501,10001040501,30,94,28,100,9,,2.9,82,411,557,19434,6636,13,17,17,4,50,36,,50,32,75,54,,68,93,68,19,50,10,,82,11,7,,93,82,4,,7,7,,,7,0,,96,100,124,,36,64,21,19,56,62,NA,20100,21200,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,28
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041000,7,Public Housing,2,NA,DE Delaware Kent County 041000,10001041000,84,94,79,100,9,6,3.1,243,381,557,16469,5354,17,20,17,7,39,41,4,46,28,84,61,3,66,89,65,21,100,11,3,76,14,8,,90,86,,,10,3,1,,4,1,49,84,11,134,10,35,54,22,21,55,39,NA,20100,21200,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,79
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041300,7,Public Housing,2,NA,DE Delaware Kent County 041300,10001041300,57,92,53,100,9,4,2.7,143,282,557,11769,4362,21,28,15,17,19,30,4,55,20,94,77,2,66,92,64,23,83,11,6,66,17,11,2,96,89,,,4,8,,,8,0,,104,,,,34,66,30,32,56,47,NA,20100,21200,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,52
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041400,7,Public Housing,2,NA,DE Delaware Kent County 041400,10001041400,110,93,102,100,9,10,2.5,257,322,557,14246,5654,11,29,23,13,24,25,7,60,25,93,70,1,45,80,45,27,90,16,3,51,26,20,1,89,82,,,11,2,5,,7,1,39,114,54,64,45,9,46,12,26,64,43,NA,20100,21200,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,102
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041500,7,Public Housing,2,NA,DE Delaware Kent County 041500,10001041500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,21200,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041600,7,Public Housing,2,NA,DE Delaware Kent County 041600,10001041600,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,38710,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041701,7,Public Housing,2,NA,DE Delaware Kent County 041701,10001041701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,81350,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001042201,7,Public Housing,2,NA,DE Delaware Kent County 042201,10001042201,54,94,51,100,7,4,3.2,165,403,1004,20202,6244,4,22,24,20,31,33,4,63,31,90,61,8,49,86,53,51,83,21,2,49,25,24,,82,75,,,16,4,2,2,8,0,,87,100,172,12,16,73,27,9,37,68,NA,20100,61265,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,51
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001042500,7,Public Housing,2,NA,DE Delaware Kent County 042500,10001042500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,47420,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001043000,7,Public Housing,2,NA,DE Delaware Kent County 043000,10001043000,74,90,66,100,5,9,3.4,223,356,1004,18781,5558,8,23,15,15,38,41,2,48,30,82,62,6,70,91,70,40,83,13,3,74,14,9,,91,86,,,9,,5,,5,0,,60,100,170,3,35,62,11,21,27,68,NA,20100,33120,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,67
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001043300,7,Public Housing,2,NA,DE Delaware Kent County 043300,10001043300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,21200,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000200,7,Public Housing,2,NA,DE Delaware New Castle County 000200,10003000200,30,91,27,98,8,,3.8,103,368,870,16540,4336,21,13,21,4,42,33,4,52,18,96,74,11,78,93,81,9,80,12,7,67,7,19,4,93,78,,,7,4,11,,15,0,,150,41,173,,7,93,7,10,84,28,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,27
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000300,7,Public Housing,2,NA,DE Delaware New Castle County 000300,10003000300,36,85,30,99,7,,3.4,101,520,870,28636,8506,10,24,3,7,55,53,3,40,34,73,53,3,67,93,67,12,60,10,3,60,20,17,,97,77,,,3,,17,3,20,0,,202,73,167,,10,90,27,25,85,10,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,31
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000400,7,Public Housing,2,NA,DE Delaware New Castle County 000400,10003000400,116,98,113,100,7,6,1.3,147,333,870,14238,10945,2,33,31,20,15,11,2,85,20,98,88,1,4,66,4,59,61,50,1,4,28,67,5,95,90,,1,5,,4,,4,0,19,184,12,158,84,4,12,10,17,58,12,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,114
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000500,7,Public Housing,2,NA,DE Delaware New Castle County 000500,10003000500,62,93,57,99,5,2,2.7,155,380,870,17802,6547,12,24,16,14,34,37,4,47,22,88,75,7,53,81,53,33,64,19,4,60,18,19,2,96,88,,2,4,2,5,,7,0,21,109,30,168,23,2,75,23,27,94,3,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,58
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000601,7,Public Housing,2,NA,DE Delaware New Castle County 000601,10003000601,82,96,78,100,4,,3,235,599,870,34097,11317,6,5,9,8,71,68,,28,40,73,42,13,56,95,68,7,20,4,3,71,14,13,,100,99,,,,,1,,1,1,,138,94,142,,21,79,23,30,95,5,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,79
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000602,7,Public Housing,2,NA,DE Delaware New Castle County 000602,10003000602,160,96,151,98,6,5,1.3,203,295,870,12338,9178,5,40,30,11,14,20,4,66,18,97,89,1,9,66,9,53,82,48,3,31,32,33,1,93,87,1,,7,1,5,,5,0,17,112,5,154,83,11,6,2,37,94,5,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,154
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000900,7,Public Housing,2,NA,DE Delaware New Castle County 000900,10003000900,28,70,19,99,5,5,2.9,55,410,870,19975,6900,6,18,18,12,47,37,5,47,25,89,79,5,74,84,68,14,80,15,5,58,11,26,,95,79,5,,5,,11,,11,0,,188,89,149,,26,74,32,31,97,2,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,20
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001200,7,Public Housing,2,NA,DE Delaware New Castle County 001200,10003001200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001400,7,Public Housing,2,NA,DE Delaware New Castle County 001400,10003001400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001500,7,Public Housing,2,NA,DE Delaware New Castle County 001500,10003001500,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001600,7,Public Housing,2,NA,DE Delaware New Castle County 001600,10003001600,23,70,16,99,5,6,2.8,44,368,870,16152,5873,23,31,,,46,44,13,25,19,94,75,,75,81,63,20,100,9,13,69,13,6,,100,100,,,,,,,0,0,20,112,94,134,13,44,44,25,28,84,3,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,16
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001902,7,Public Housing,2,NA,DE Delaware New Castle County 001902,10003001902,181,98,177,100,5,1,2.7,472,319,870,13944,5229,15,23,17,13,32,42,2,40,17,95,82,3,67,89,68,15,91,12,5,71,12,12,,98,93,,,2,1,3,1,5,0,,114,93,102,19,45,36,9,32,81,6,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,177
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002100,7,Public Housing,2,NA,DE Delaware New Castle County 002100,10003002100,23,71,16,99,5,,4.1,66,281,870,14855,3601,9,36,9,18,27,38,6,25,17,94,81,13,75,94,81,6,,2,,94,6,,,100,88,,6,,,6,,6,0,,111,94,147,,13,88,13,49,95,8,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,16
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002200,7,Public Housing,2,NA,DE Delaware New Castle County 002200,10003002200,19,70,13,99,7,8,3.2,42,364,870,16486,5103,,22,11,11,56,38,8,23,19,92,69,,62,100,62,20,67,12,,69,8,23,,100,92,,,,,8,,8,0,19,177,85,158,,31,69,23,39,95,6,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,13
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002300,7,Public Housing,2,NA,DE Delaware New Castle County 002300,10003002300,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002400,7,Public Housing,2,NA,DE Delaware New Castle County 002400,10003002400,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002500,7,Public Housing,2,NA,DE Delaware New Castle County 002500,10003002500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002600,7,Public Housing,2,NA,DE Delaware New Castle County 002600,10003002600,16,71,11,99,5,,3.2,35,426,870,21413,6730,,20,30,10,40,36,,55,25,91,73,,73,100,73,11,50,9,,64,18,18,,100,91,,,,,9,,9,0,,167,91,143,,27,73,18,28,81,7,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,11
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002800,7,Public Housing,2,NA,DE Delaware New Castle County 002800,10003002800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002900,7,Public Housing,2,NA,DE Delaware New Castle County 002900,10003002900,337,98,331,100,6,12,1.2,408,277,870,11925,9675,9,45,21,11,13,15,4,71,17,97,90,0,8,56,8,63,75,58,3,26,36,35,1,97,92,1,,3,1,4,0,5,0,22,111,1,152,88,8,5,3,45,96,4,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,330
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003003002,7,Public Housing,2,NA,DE Delaware New Castle County 003002,10003003002,273,80,216,99,6,,3.2,689,269,870,11674,3660,29,19,17,9,26,38,5,43,14,96,86,6,76,90,75,10,57,8,7,77,9,6,,95,89,,,5,1,5,,6,0,,120,96,142,8,41,51,9,48,83,6,NA,37980,77580,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,218
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003010502,7,Public Housing,2,NA,DE Delaware New Castle County 010502,10003010502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,99999,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014300,7,Public Housing,2,NA,DE Delaware New Castle County 014300,10003014300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,50670,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014403,7,Public Housing,2,NA,DE Delaware New Castle County 014403,10003014403,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,50670,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014501,7,Public Housing,2,NA,DE Delaware New Castle County 014501,10003014501,42,100,42,100,4,2,3.3,139,361,567,16582,5010,15,18,12,9,45,43,2,26,19,95,67,,79,95,76,13,50,6,,88,7,5,,95,90,,,5,2,2,,5,0,3,64,100,109,14,29,57,7,66,15,12,NA,37980,50670,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,42
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014502,7,Public Housing,2,NA,DE Delaware New Castle County 014502,10003014502,45,100,45,100,7,11,1.4,61,455,567,19172,14144,,9,33,18,40,16,,84,27,96,67,2,13,80,16,33,67,44,,13,7,80,2,56,44,2,,44,2,7,,9,0,13,99,100,78,80,16,4,4,61,15,24,NA,37980,50670,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,45
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005050104,7,Public Housing,2,NA,DE Delaware Sussex County 050104,10005050104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,41540,47420,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005050301,7,Public Housing,2,NA,DE Delaware Sussex County 050301,10005050301,50,96,48,100,5,6,2.6,123,379,1004,20854,8138,,18,20,9,53,48,,44,32,83,52,6,58,83,63,43,88,23,4,65,17,15,,81,79,,2,17,,,,0,0,,90,100,141,,79,21,13,21,29,74,NA,41540,08680,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,48
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005051003,7,Public Housing,2,NA,DE Delaware Sussex County 051003,10005051003,51,100,51,100,7,4,3.2,163,435,1004,19831,6205,6,14,26,18,36,41,2,55,28,86,65,6,73,92,75,43,86,18,,73,14,14,,51,51,,,43,,,,0,0,,88,100,241,,27,73,24,1,18,60,NA,41540,99999,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,51
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005999999,7,Public Housing,2,NA,DE Delaware Sussex County 999999,10005999999,54,91,49,100,13,2,3.1,151,424,1004,21796,7073,8,13,23,13,44,55,2,41,32,80,53,8,65,84,69,19,86,13,4,71,12,12,,61,61,,,39,,,,0,0,,77,98,177,,49,51,10,7,8,68,NA,41540,99999,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,49